"","año","mes","fecha","ciudad","temperatura"
"1087",2009,"SEP","2009-9-1","cali",25.1
"1088",2010,"SEP","2010-9-1","cali",NA
"1089",2011,"SEP","2011-9-1","cali",24
"1090",2012,"SEP","2012-9-1","cali",24.4
"1091",2013,"SEP","2013-9-1","cali",24.3
"1092",2014,"SEP","2014-9-1","cali",NA
"1093",1951,"OCT","1951-10-1","cali",23.5
"1094",1952,"OCT","1952-10-1","cali",NA
"1095",1953,"OCT","1953-10-1","cali",22.2
"1096",1954,"OCT","1954-10-1","cali",23.2
"1097",1955,"OCT","1955-10-1","cali",22.7
"1098",1956,"OCT","1956-10-1","cali",23.2
"1099",1957,"OCT","1957-10-1","cali",NA
"1100",1958,"OCT","1958-10-1","cali",NA
"1101",1959,"OCT","1959-10-1","cali",22.5
"1102",1960,"OCT","1960-10-1","cali",22.8
"1103",1961,"OCT","1961-10-1","cali",22.8
"1104",1962,"OCT","1962-10-1","cali",22.7
"1105",1963,"OCT","1963-10-1","cali",23.8
"1106",1964,"OCT","1964-10-1","cali",NA
"1107",1965,"OCT","1965-10-1","cali",NA
"1108",1966,"OCT","1966-10-1","cali",22.9
"1109",1967,"OCT","1967-10-1","cali",22.8
"1110",1968,"OCT","1968-10-1","cali",22.3
"1111",1969,"OCT","1969-10-1","cali",21.9
"1112",1970,"OCT","1970-10-1","cali",22.6
"1113",1971,"OCT","1971-10-1","cali",21.7
"1114",1972,"OCT","1972-10-1","cali",NA
"1115",1973,"OCT","1973-10-1","cali",22.5
"1116",1974,"OCT","1974-10-1","cali",22.3
"1117",1975,"OCT","1975-10-1","cali",22.1
"1118",1976,"OCT","1976-10-1","cali",22.8
"1119",1977,"OCT","1977-10-1","cali",23.1
"1120",1978,"OCT","1978-10-1","cali",23.3
"1121",1979,"OCT","1979-10-1","cali",23.3
"1122",1980,"OCT","1980-10-1","cali",23.2
"1123",1981,"OCT","1981-10-1","cali",23.1
"1124",1982,"OCT","1982-10-1","cali",22.8
"1125",1983,"OCT","1983-10-1","cali",23.4
"1126",1984,"OCT","1984-10-1","cali",22.9
"1127",1985,"OCT","1985-10-1","cali",22.9
"1128",1986,"OCT","1986-10-1","cali",23
"1129",1987,"OCT","1987-10-1","cali",23.6
"1130",1988,"OCT","1988-10-1","cali",23.2
"1131",1989,"OCT","1989-10-1","cali",23.1
"1132",1990,"OCT","1990-10-1","cali",22.9
"1133",1991,"OCT","1991-10-1","cali",23.3
"1134",1992,"OCT","1992-10-1","cali",23.3
"1135",1993,"OCT","1993-10-1","cali",23.3
"1136",1994,"OCT","1994-10-1","cali",23.7
"1137",1995,"OCT","1995-10-1","cali",23.5
"1138",1996,"OCT","1996-10-1","cali",22.8
"1139",1997,"OCT","1997-10-1","cali",24.1
"1140",1998,"OCT","1998-10-1","cali",24.1
"1141",1999,"OCT","1999-10-1","cali",23.1
"1142",2000,"OCT","2000-10-1","cali",23.7
"1143",2001,"OCT","2001-10-1","cali",24.1
"1144",2002,"OCT","2002-10-1","cali",23.6
"1145",2003,"OCT","2003-10-1","cali",23.1
"1146",2004,"OCT","2004-10-1","cali",NA
"1147",2005,"OCT","2005-10-1","cali",22.8
"1148",2006,"OCT","2006-10-1","cali",23.7
"1149",2007,"OCT","2007-10-1","cali",22.5
"1150",2008,"OCT","2008-10-1","cali",23
"1151",2009,"OCT","2009-10-1","cali",24.3
"1152",2010,"OCT","2010-10-1","cali",23.2
"1153",2011,"OCT","2011-10-1","cali",22.5
"1154",2012,"OCT","2012-10-1","cali",23.5
"1155",2013,"OCT","2013-10-1","cali",23.5
"1156",2014,"OCT","2014-10-1","cali",NA
"1157",1951,"NOV","1951-11-1","cali",NA
"1158",1952,"NOV","1952-11-1","cali",NA
"1159",1953,"NOV","1953-11-1","cali",NA
"1160",1954,"NOV","1954-11-1","cali",23.2
"1161",1955,"NOV","1955-11-1","cali",NA
"1162",1956,"NOV","1956-11-1","cali",NA
"1163",1957,"NOV","1957-11-1","cali",NA
"1164",1958,"NOV","1958-11-1","cali",NA
"1165",1959,"NOV","1959-11-1","cali",22.5
"1166",1960,"NOV","1960-11-1","cali",22.6
"1167",1961,"NOV","1961-11-1","cali",21.8
"1168",1962,"NOV","1962-11-1","cali",22.6
"1169",1963,"NOV","1963-11-1","cali",22.3
"1170",1964,"NOV","1964-11-1","cali",NA
"1171",1965,"NOV","1965-11-1","cali",NA
"1172",1966,"NOV","1966-11-1","cali",22.3
"1173",1967,"NOV","1967-11-1","cali",22.5
"1174",1968,"NOV","1968-11-1","cali",22.1
"1175",1969,"NOV","1969-11-1","cali",22.4
"1176",1970,"NOV","1970-11-1","cali",21.8
"1177",1971,"NOV","1971-11-1","cali",21.7
"1178",1972,"NOV","1972-11-1","cali",NA
"1179",1973,"NOV","1973-11-1","cali",22.3
"1180",1974,"NOV","1974-11-1","cali",22.6
"1181",1975,"NOV","1975-11-1","cali",21.8
"1182",1976,"NOV","1976-11-1","cali",22.8
"1183",1977,"NOV","1977-11-1","cali",23.1
"1184",1978,"NOV","1978-11-1","cali",23.2
"1185",1979,"NOV","1979-11-1","cali",22.9
"1186",1980,"NOV","1980-11-1","cali",22.9
"1187",1981,"NOV","1981-11-1","cali",22.8
"1188",1982,"NOV","1982-11-1","cali",23.2
"1189",1983,"NOV","1983-11-1","cali",23.6
"1190",1984,"NOV","1984-11-1","cali",22.7
"1191",1985,"NOV","1985-11-1","cali",22.7
"1192",1986,"NOV","1986-11-1","cali",22.6
"1193",1987,"NOV","1987-11-1","cali",24
"1194",1988,"NOV","1988-11-1","cali",22.3
"1195",1989,"NOV","1989-11-1","cali",24.1
"1196",1990,"NOV","1990-11-1","cali",23.3
"1197",1991,"NOV","1991-11-1","cali",23
"1198",1992,"NOV","1992-11-1","cali",23.1
"1199",1993,"NOV","1993-11-1","cali",22.7
"1200",1994,"NOV","1994-11-1","cali",23.4
"1201",1995,"NOV","1995-11-1","cali",22
"1202",1996,"NOV","1996-11-1","cali",23.1
"1203",1997,"NOV","1997-11-1","cali",23.3
"1204",1998,"NOV","1998-11-1","cali",23.5
"1205",1999,"NOV","1999-11-1","cali",23.1
"1206",2000,"NOV","2000-11-1","cali",23.2
"1207",2001,"NOV","2001-11-1","cali",23.4
"1208",2002,"NOV","2002-11-1","cali",23.3
"1209",2003,"NOV","2003-11-1","cali",22.5
"1210",2004,"NOV","2004-11-1","cali",23.1
"1211",2005,"NOV","2005-11-1","cali",23
"1212",2006,"NOV","2006-11-1","cali",23
"1213",2007,"NOV","2007-11-1","cali",22.3
"1214",2008,"NOV","2008-11-1","cali",22.8
"1215",2009,"NOV","2009-11-1","cali",24.5
"1216",2010,"NOV","2010-11-1","cali",22
"1217",2011,"NOV","2011-11-1","cali",23
"1218",2012,"NOV","2012-11-1","cali",23.5
"1219",2013,"NOV","2013-11-1","cali",23
"1220",2014,"NOV","2014-11-1","cali",NA
"1221",1951,"DEC","1951-12-1","cali",23.3
"1222",1952,"DEC","1952-12-1","cali",23.1
"1223",1953,"DEC","1953-12-1","cali",NA
"1224",1954,"DEC","1954-12-1","cali",23.6
"1225",1955,"DEC","1955-12-1","cali",23
"1226",1956,"DEC","1956-12-1","cali",23.8
"1227",1957,"DEC","1957-12-1","cali",NA
"1228",1958,"DEC","1958-12-1","cali",NA
"1229",1959,"DEC","1959-12-1","cali",22.7
"1230",1960,"DEC","1960-12-1","cali",23.1
"1231",1961,"DEC","1961-12-1","cali",22.7
"1232",1962,"DEC","1962-12-1","cali",22.8
"1233",1963,"DEC","1963-12-1","cali",23.8
"1234",1964,"DEC","1964-12-1","cali",NA
"1235",1965,"DEC","1965-12-1","cali",NA
"1236",1966,"DEC","1966-12-1","cali",22.3
"1237",1967,"DEC","1967-12-1","cali",22.8
"1238",1968,"DEC","1968-12-1","cali",22.6
"1239",1969,"DEC","1969-12-1","cali",22.7
"1240",1970,"DEC","1970-12-1","cali",22.6
"1241",1971,"DEC","1971-12-1","cali",22.6
"1242",1972,"DEC","1972-12-1","cali",NA
"1243",1973,"DEC","1973-12-1","cali",22
"1244",1974,"DEC","1974-12-1","cali",22.7
"1245",1975,"DEC","1975-12-1","cali",21.5
"1246",1976,"DEC","1976-12-1","cali",23
"1247",1977,"DEC","1977-12-1","cali",23.5
"1248",1978,"DEC","1978-12-1","cali",23.2
"1249",1979,"DEC","1979-12-1","cali",23.3
"1250",1980,"DEC","1980-12-1","cali",22.9
"1251",1981,"DEC","1981-12-1","cali",23.2
"1252",1982,"DEC","1982-12-1","cali",23.4
"1253",1983,"DEC","1983-12-1","cali",22.6
"1254",1984,"DEC","1984-12-1","cali",22.9
"1255",1985,"DEC","1985-12-1","cali",22.9
"1256",1986,"DEC","1986-12-1","cali",23.9
"1257",1987,"DEC","1987-12-1","cali",24.3
"1258",1988,"DEC","1988-12-1","cali",23.2
"1259",1989,"DEC","1989-12-1","cali",23.3
"1260",1990,"DEC","1990-12-1","cali",23.2
"1261",1991,"DEC","1991-12-1","cali",23.7
"1262",1992,"DEC","1992-12-1","cali",22.2
"1263",1993,"DEC","1993-12-1","cali",23.3
"1264",1994,"DEC","1994-12-1","cali",24
"1265",1995,"DEC","1995-12-1","cali",22.8
"1266",1996,"DEC","1996-12-1","cali",23.5
"1267",1997,"DEC","1997-12-1","cali",24.6
"1268",1998,"DEC","1998-12-1","cali",23.6
"1269",1999,"DEC","1999-12-1","cali",23
"1270",2000,"DEC","2000-12-1","cali",23.4
"1271",2001,"DEC","2001-12-1","cali",23.3
"1272",2002,"DEC","2002-12-1","cali",23.9
"1273",2003,"DEC","2003-12-1","cali",23.3
"1274",2004,"DEC","2004-12-1","cali",23.3
"1275",2005,"DEC","2005-12-1","cali",22.7
"1276",2006,"DEC","2006-12-1","cali",23.4
"1277",2007,"DEC","2007-12-1","cali",22.3
"1278",2008,"DEC","2008-12-1","cali",22.9
"1279",2009,"DEC","2009-12-1","cali",24.3
"1280",2010,"DEC","2010-12-1","cali",22.3
"1281",2011,"DEC","2011-12-1","cali",22.7
"1282",2012,"DEC","2012-12-1","cali",NA
"1283",2013,"DEC","2013-12-1","cali",23.3
"1284",2014,"DEC","2014-12-1","cali",NA
"1285",1977,"JAN","1977-1-1","bucaramanga",NA
"1286",1978,"JAN","1978-1-1","bucaramanga",21.6
"1287",1979,"JAN","1979-1-1","bucaramanga",21.2
"1288",1980,"JAN","1980-1-1","bucaramanga",21.6
"1289",1981,"JAN","1981-1-1","bucaramanga",20.7
"1290",1982,"JAN","1982-1-1","bucaramanga",21
"1291",1983,"JAN","1983-1-1","bucaramanga",22.3
"1292",1984,"JAN","1984-1-1","bucaramanga",NA
"1293",1985,"JAN","1985-1-1","bucaramanga",20.7
"1294",1986,"JAN","1986-1-1","bucaramanga",21.3
"1295",1987,"JAN","1987-1-1","bucaramanga",21.7
"1296",1988,"JAN","1988-1-1","bucaramanga",22.2
"1297",1989,"JAN","1989-1-1","bucaramanga",20.9
"1298",1990,"JAN","1990-1-1","bucaramanga",20.6
"1299",1991,"JAN","1991-1-1","bucaramanga",22.1
"1300",1992,"JAN","1992-1-1","bucaramanga",21.8
"1301",1993,"JAN","1993-1-1","bucaramanga",21.3
"1302",1994,"JAN","1994-1-1","bucaramanga",21.2
"1303",1995,"JAN","1995-1-1","bucaramanga",22.1
"1304",1996,"JAN","1996-1-1","bucaramanga",21.2
"1305",1997,"JAN","1997-1-1","bucaramanga",NA
"1306",1998,"JAN","1998-1-1","bucaramanga",23.3
"1307",1999,"JAN","1999-1-1","bucaramanga",21.6
"1308",2000,"JAN","2000-1-1","bucaramanga",20.4
"1309",2001,"JAN","2001-1-1","bucaramanga",NA
"1310",2002,"JAN","2002-1-1","bucaramanga",NA
"1311",2003,"JAN","2003-1-1","bucaramanga",22
"1312",2004,"JAN","2004-1-1","bucaramanga",21.2
"1313",2005,"JAN","2005-1-1","bucaramanga",NA
"1314",2006,"JAN","2006-1-1","bucaramanga",21.1
"1315",2007,"JAN","2007-1-1","bucaramanga",22.5
"1316",2008,"JAN","2008-1-1","bucaramanga",21.2
"1317",2009,"JAN","2009-1-1","bucaramanga",21.3
"1318",2010,"JAN","2010-1-1","bucaramanga",22.6
"1319",2011,"JAN","2011-1-1","bucaramanga",21.1
"1320",2012,"JAN","2012-1-1","bucaramanga",21.2
"1321",2013,"JAN","2013-1-1","bucaramanga",22.4
"1322",2014,"JAN","2014-1-1","bucaramanga",21.9
"1323",2015,"JAN","2015-1-1","bucaramanga",22
"1324",1977,"FEB","1977-2-1","bucaramanga",NA
"1325",1978,"FEB","1978-2-1","bucaramanga",21.9
"1326",1979,"FEB","1979-2-1","bucaramanga",21.5
"1327",1980,"FEB","1980-2-1","bucaramanga",21.4
"1328",1981,"FEB","1981-2-1","bucaramanga",21.6
"1329",1982,"FEB","1982-2-1","bucaramanga",21.1
"1330",1983,"FEB","1983-2-1","bucaramanga",22.6
"1331",1984,"FEB","1984-2-1","bucaramanga",21
"1332",1985,"FEB","1985-2-1","bucaramanga",22
"1333",1986,"FEB","1986-2-1","bucaramanga",20.8
"1334",1987,"FEB","1987-2-1","bucaramanga",22.7
"1335",1988,"FEB","1988-2-1","bucaramanga",21.3
"1336",1989,"FEB","1989-2-1","bucaramanga",21.2
"1337",1990,"FEB","1990-2-1","bucaramanga",20.5
"1338",1991,"FEB","1991-2-1","bucaramanga",22.3
"1339",1992,"FEB","1992-2-1","bucaramanga",NA
"1340",1993,"FEB","1993-2-1","bucaramanga",NA
"1341",1994,"FEB","1994-2-1","bucaramanga",21.7
"1342",1995,"FEB","1995-2-1","bucaramanga",22.5
"1343",1996,"FEB","1996-2-1","bucaramanga",20.5
"1344",1997,"FEB","1997-2-1","bucaramanga",21.8
"1345",1998,"FEB","1998-2-1","bucaramanga",NA
"1346",1999,"FEB","1999-2-1","bucaramanga",20.7
"1347",2000,"FEB","2000-2-1","bucaramanga",20.7
"1348",2001,"FEB","2001-2-1","bucaramanga",NA
"1349",2002,"FEB","2002-2-1","bucaramanga",NA
"1350",2003,"FEB","2003-2-1","bucaramanga",22.8
"1351",2004,"FEB","2004-2-1","bucaramanga",22.5
"1352",2005,"FEB","2005-2-1","bucaramanga",21.8
"1353",2006,"FEB","2006-2-1","bucaramanga",21.9
"1354",2007,"FEB","2007-2-1","bucaramanga",22.6
"1355",2008,"FEB","2008-2-1","bucaramanga",21.3
"1356",2009,"FEB","2009-2-1","bucaramanga",21.5
"1357",2010,"FEB","2010-2-1","bucaramanga",23.1
"1358",2011,"FEB","2011-2-1","bucaramanga",21.1
"1359",2012,"FEB","2012-2-1","bucaramanga",21.7
"1360",2013,"FEB","2013-2-1","bucaramanga",21.9
"1361",2014,"FEB","2014-2-1","bucaramanga",22.1
"1362",2015,"FEB","2015-2-1","bucaramanga",NA
"1363",1977,"MAR","1977-3-1","bucaramanga",NA
"1364",1978,"MAR","1978-3-1","bucaramanga",21.5
"1365",1979,"MAR","1979-3-1","bucaramanga",21.6
"1366",1980,"MAR","1980-3-1","bucaramanga",22.9
"1367",1981,"MAR","1981-3-1","bucaramanga",21.7
"1368",1982,"MAR","1982-3-1","bucaramanga",21.7
"1369",1983,"MAR","1983-3-1","bucaramanga",22.6
"1370",1984,"MAR","1984-3-1","bucaramanga",21.7
"1371",1985,"MAR","1985-3-1","bucaramanga",21.8
"1372",1986,"MAR","1986-3-1","bucaramanga",20.5
"1373",1987,"MAR","1987-3-1","bucaramanga",21.5
"1374",1988,"MAR","1988-3-1","bucaramanga",22
"1375",1989,"MAR","1989-3-1","bucaramanga",20
"1376",1990,"MAR","1990-3-1","bucaramanga",21.1
"1377",1991,"MAR","1991-3-1","bucaramanga",22.4
"1378",1992,"MAR","1992-3-1","bucaramanga",22.8
"1379",1993,"MAR","1993-3-1","bucaramanga",NA
"1380",1994,"MAR","1994-3-1","bucaramanga",21.2
"1381",1995,"MAR","1995-3-1","bucaramanga",21.9
"1382",1996,"MAR","1996-3-1","bucaramanga",21.3
"1383",1997,"MAR","1997-3-1","bucaramanga",22.3
"1384",1998,"MAR","1998-3-1","bucaramanga",23.7
"1385",1999,"MAR","1999-3-1","bucaramanga",21.2
"1386",2000,"MAR","2000-3-1","bucaramanga",NA
"1387",2001,"MAR","2001-3-1","bucaramanga",NA
"1388",2002,"MAR","2002-3-1","bucaramanga",NA
"1389",2003,"MAR","2003-3-1","bucaramanga",22.5
"1390",2004,"MAR","2004-3-1","bucaramanga",23
"1391",2005,"MAR","2005-3-1","bucaramanga",22.5
"1392",2006,"MAR","2006-3-1","bucaramanga",21.6
"1393",2007,"MAR","2007-3-1","bucaramanga",21.8
"1394",2008,"MAR","2008-3-1","bucaramanga",21.1
"1395",2009,"MAR","2009-3-1","bucaramanga",21.2
"1396",2010,"MAR","2010-3-1","bucaramanga",22.8
"1397",2011,"MAR","2011-3-1","bucaramanga",20.8
"1398",2012,"MAR","2012-3-1","bucaramanga",21.5
"1399",2013,"MAR","2013-3-1","bucaramanga",22
"1400",2014,"MAR","2014-3-1","bucaramanga",21.9
"1401",2015,"MAR","2015-3-1","bucaramanga",NA
"1402",1977,"APR","1977-4-1","bucaramanga",NA
"1403",1978,"APR","1978-4-1","bucaramanga",21
"1404",1979,"APR","1979-4-1","bucaramanga",21.8
"1405",1980,"APR","1980-4-1","bucaramanga",21.9
"1406",1981,"APR","1981-4-1","bucaramanga",21.4
"1407",1982,"APR","1982-4-1","bucaramanga",21
"1408",1983,"APR","1983-4-1","bucaramanga",22.1
"1409",1984,"APR","1984-4-1","bucaramanga",21.5
"1410",1985,"APR","1985-4-1","bucaramanga",21.3
"1411",1986,"APR","1986-4-1","bucaramanga",21.1
"1412",1987,"APR","1987-4-1","bucaramanga",21.2
"1413",1988,"APR","1988-4-1","bucaramanga",21.6
"1414",1989,"APR","1989-4-1","bucaramanga",21.7
"1415",1990,"APR","1990-4-1","bucaramanga",21.6
"1416",1991,"APR","1991-4-1","bucaramanga",21.8
"1417",1992,"APR","1992-4-1","bucaramanga",22.4
"1418",1993,"APR","1993-4-1","bucaramanga",NA
"1419",1994,"APR","1994-4-1","bucaramanga",21.5
"1420",1995,"APR","1995-4-1","bucaramanga",22.1
"1421",1996,"APR","1996-4-1","bucaramanga",21.6
"1422",1997,"APR","1997-4-1","bucaramanga",22
"1423",1998,"APR","1998-4-1","bucaramanga",22.9
"1424",1999,"APR","1999-4-1","bucaramanga",21.5
"1425",2000,"APR","2000-4-1","bucaramanga",21.5
"1426",2001,"APR","2001-4-1","bucaramanga",NA
"1427",2002,"APR","2002-4-1","bucaramanga",21.4
"1428",2003,"APR","2003-4-1","bucaramanga",22
"1429",2004,"APR","2004-4-1","bucaramanga",22.6
"1430",2005,"APR","2005-4-1","bucaramanga",22.2
"1431",2006,"APR","2006-4-1","bucaramanga",21.2
"1432",2007,"APR","2007-4-1","bucaramanga",21.6
"1433",2008,"APR","2008-4-1","bucaramanga",21.5
"1434",2009,"APR","2009-4-1","bucaramanga",21.9
"1435",2010,"APR","2010-4-1","bucaramanga",22.4
"1436",2011,"APR","2011-4-1","bucaramanga",20.9
"1437",2012,"APR","2012-4-1","bucaramanga",NA
"1438",2013,"APR","2013-4-1","bucaramanga",22.2
"1439",2014,"APR","2014-4-1","bucaramanga",22.3
"1440",2015,"APR","2015-4-1","bucaramanga",NA
"1441",1977,"MAY","1977-5-1","bucaramanga",21.1
"1442",1978,"MAY","1978-5-1","bucaramanga",21.3
"1443",1979,"MAY","1979-5-1","bucaramanga",21.3
"1444",1980,"MAY","1980-5-1","bucaramanga",21.8
"1445",1981,"MAY","1981-5-1","bucaramanga",21.2
"1446",1982,"MAY","1982-5-1","bucaramanga",21.1
"1447",1983,"MAY","1983-5-1","bucaramanga",22.2
"1448",1984,"MAY","1984-5-1","bucaramanga",21.2
"1449",1985,"MAY","1985-5-1","bucaramanga",21.2
"1450",1986,"MAY","1986-5-1","bucaramanga",21.5
"1451",1987,"MAY","1987-5-1","bucaramanga",21.9
"1452",1988,"MAY","1988-5-1","bucaramanga",21.9
"1453",1989,"MAY","1989-5-1","bucaramanga",21.2
"1454",1990,"MAY","1990-5-1","bucaramanga",21.6
"1455",1991,"MAY","1991-5-1","bucaramanga",21.8
"1456",1992,"MAY","1992-5-1","bucaramanga",21.9
"1457",1993,"MAY","1993-5-1","bucaramanga",21.3
"1458",1994,"MAY","1994-5-1","bucaramanga",21.7
"1459",1995,"MAY","1995-5-1","bucaramanga",21.7
"1460",1996,"MAY","1996-5-1","bucaramanga",21.4
"1461",1997,"MAY","1997-5-1","bucaramanga",22.4
"1462",1998,"MAY","1998-5-1","bucaramanga",22.5
"1463",1999,"MAY","1999-5-1","bucaramanga",21.5
"1464",2000,"MAY","2000-5-1","bucaramanga",21.3
"1465",2001,"MAY","2001-5-1","bucaramanga",NA
"1466",2002,"MAY","2002-5-1","bucaramanga",22.2
"1467",2003,"MAY","2003-5-1","bucaramanga",22.2
"1468",2004,"MAY","2004-5-1","bucaramanga",22
"1469",2005,"MAY","2005-5-1","bucaramanga",22
"1470",2006,"MAY","2006-5-1","bucaramanga",21.8
"1471",2007,"MAY","2007-5-1","bucaramanga",NA
"1472",2008,"MAY","2008-5-1","bucaramanga",21.2
"1473",2009,"MAY","2009-5-1","bucaramanga",21.7
"1474",2010,"MAY","2010-5-1","bucaramanga",22.3
"1475",2011,"MAY","2011-5-1","bucaramanga",21.3
"1476",2012,"MAY","2012-5-1","bucaramanga",21.7
"1477",2013,"MAY","2013-5-1","bucaramanga",21.4
"1478",2014,"MAY","2014-5-1","bucaramanga",21.8
"1479",2015,"MAY","2015-5-1","bucaramanga",NA
"1480",1977,"JUN","1977-6-1","bucaramanga",21.1
"1481",1978,"JUN","1978-6-1","bucaramanga",20.8
"1482",1979,"JUN","1979-6-1","bucaramanga",21.1
"1483",1980,"JUN","1980-6-1","bucaramanga",22
"1484",1981,"JUN","1981-6-1","bucaramanga",21.3
"1485",1982,"JUN","1982-6-1","bucaramanga",21.7
"1486",1983,"JUN","1983-6-1","bucaramanga",22.3
"1487",1984,"JUN","1984-6-1","bucaramanga",21
"1488",1985,"JUN","1985-6-1","bucaramanga",21.5
"1489",1986,"JUN","1986-6-1","bucaramanga",21.3
"1490",1987,"JUN","1987-6-1","bucaramanga",22.2
"1491",1988,"JUN","1988-6-1","bucaramanga",21.1
"1492",1989,"JUN","1989-6-1","bucaramanga",21.1
"1493",1990,"JUN","1990-6-1","bucaramanga",22.2
"1494",1991,"JUN","1991-6-1","bucaramanga",22.1
"1495",1992,"JUN","1992-6-1","bucaramanga",22.1
"1496",1993,"JUN","1993-6-1","bucaramanga",NA
"1497",1994,"JUN","1994-6-1","bucaramanga",21.8
"1498",1995,"JUN","1995-6-1","bucaramanga",21.7
"1499",1996,"JUN","1996-6-1","bucaramanga",21.4
"1500",1997,"JUN","1997-6-1","bucaramanga",21.7
"1501",1998,"JUN","1998-6-1","bucaramanga",21.9
"1502",1999,"JUN","1999-6-1","bucaramanga",21
"1503",2000,"JUN","2000-6-1","bucaramanga",21.4
"1504",2001,"JUN","2001-6-1","bucaramanga",NA
"1505",2002,"JUN","2002-6-1","bucaramanga",21.8
"1506",2003,"JUN","2003-6-1","bucaramanga",21.5
"1507",2004,"JUN","2004-6-1","bucaramanga",22.2
"1508",2005,"JUN","2005-6-1","bucaramanga",21.9
"1509",2006,"JUN","2006-6-1","bucaramanga",21.6
"1510",2007,"JUN","2007-6-1","bucaramanga",21.6
"1511",2008,"JUN","2008-6-1","bucaramanga",21.5
"1512",2009,"JUN","2009-6-1","bucaramanga",21.8
"1513",2010,"JUN","2010-6-1","bucaramanga",21.6
"1514",2011,"JUN","2011-6-1","bucaramanga",21.6
"1515",2012,"JUN","2012-6-1","bucaramanga",21.9
"1516",2013,"JUN","2013-6-1","bucaramanga",21.9
"1517",2014,"JUN","2014-6-1","bucaramanga",22.4
"1518",2015,"JUN","2015-6-1","bucaramanga",NA
"1519",1977,"JUL","1977-7-1","bucaramanga",21.6
"1520",1978,"JUL","1978-7-1","bucaramanga",NA
"1521",1979,"JUL","1979-7-1","bucaramanga",21.4
"1522",1980,"JUL","1980-7-1","bucaramanga",21.7
"1523",1981,"JUL","1981-7-1","bucaramanga",21.3
"1524",1982,"JUL","1982-7-1","bucaramanga",21.7
"1525",1983,"JUL","1983-7-1","bucaramanga",21.9
"1526",1984,"JUL","1984-7-1","bucaramanga",20.7
"1527",1985,"JUL","1985-7-1","bucaramanga",21.2
"1528",1986,"JUL","1986-7-1","bucaramanga",21.8
"1529",1987,"JUL","1987-7-1","bucaramanga",21.8
"1530",1988,"JUL","1988-7-1","bucaramanga",21
"1531",1989,"JUL","1989-7-1","bucaramanga",21.3
"1532",1990,"JUL","1990-7-1","bucaramanga",21.5
"1533",1991,"JUL","1991-7-1","bucaramanga",NA
"1534",1992,"JUL","1992-7-1","bucaramanga",21.9
"1535",1993,"JUL","1993-7-1","bucaramanga",21.1
"1536",1994,"JUL","1994-7-1","bucaramanga",21.8
"1537",1995,"JUL","1995-7-1","bucaramanga",21.3
"1538",1996,"JUL","1996-7-1","bucaramanga",21.1
"1539",1997,"JUL","1997-7-1","bucaramanga",22.7
"1540",1998,"JUL","1998-7-1","bucaramanga",21.7
"1541",1999,"JUL","1999-7-1","bucaramanga",21.3
"1542",2000,"JUL","2000-7-1","bucaramanga",21.3
"1543",2001,"JUL","2001-7-1","bucaramanga",NA
"1544",2002,"JUL","2002-7-1","bucaramanga",22.3
"1545",2003,"JUL","2003-7-1","bucaramanga",21.7
"1546",2004,"JUL","2004-7-1","bucaramanga",21.4
"1547",2005,"JUL","2005-7-1","bucaramanga",22.2
"1548",2006,"JUL","2006-7-1","bucaramanga",21.9
"1549",2007,"JUL","2007-7-1","bucaramanga",22
"1550",2008,"JUL","2008-7-1","bucaramanga",21.2
"1551",2009,"JUL","2009-7-1","bucaramanga",22.1
"1552",2010,"JUL","2010-7-1","bucaramanga",21.1
"1553",2011,"JUL","2011-7-1","bucaramanga",21.4
"1554",2012,"JUL","2012-7-1","bucaramanga",NA
"1555",2013,"JUL","2013-7-1","bucaramanga",22
"1556",2014,"JUL","2014-7-1","bucaramanga",23
"1557",2015,"JUL","2015-7-1","bucaramanga",NA
"1558",1977,"AUG","1977-8-1","bucaramanga",21.7
"1559",1978,"AUG","1978-8-1","bucaramanga",21.5
"1560",1979,"AUG","1979-8-1","bucaramanga",21.4
"1561",1980,"AUG","1980-8-1","bucaramanga",21.5
"1562",1981,"AUG","1981-8-1","bucaramanga",21.4
"1563",1982,"AUG","1982-8-1","bucaramanga",22.2
"1564",1983,"AUG","1983-8-1","bucaramanga",21.9
"1565",1984,"AUG","1984-8-1","bucaramanga",20.9
"1566",1985,"AUG","1985-8-1","bucaramanga",20.9
"1567",1986,"AUG","1986-8-1","bucaramanga",21.8
"1568",1987,"AUG","1987-8-1","bucaramanga",20.9
"1569",1988,"AUG","1988-8-1","bucaramanga",20.6
"1570",1989,"AUG","1989-8-1","bucaramanga",21.3
"1571",1990,"AUG","1990-8-1","bucaramanga",21.5
"1572",1991,"AUG","1991-8-1","bucaramanga",21.8
"1573",1992,"AUG","1992-8-1","bucaramanga",21.8
"1574",1993,"AUG","1993-8-1","bucaramanga",NA
"1575",1994,"AUG","1994-8-1","bucaramanga",21.5
"1576",1995,"AUG","1995-8-1","bucaramanga",21.1
"1577",1996,"AUG","1996-8-1","bucaramanga",21.6
"1578",1997,"AUG","1997-8-1","bucaramanga",22.7
"1579",1998,"AUG","1998-8-1","bucaramanga",21.8
"1580",1999,"AUG","1999-8-1","bucaramanga",21.1
"1581",2000,"AUG","2000-8-1","bucaramanga",21.7
"1582",2001,"AUG","2001-8-1","bucaramanga",NA
"1583",2002,"AUG","2002-8-1","bucaramanga",22.6
"1584",2003,"AUG","2003-8-1","bucaramanga",22
